text;favorite_count;media;periode
Huoshenshan Hospital, one of two makeshift hospitals built at the epicenter of China's #coronavirus outbreak, runs… https://t.co/E1Og3Qy02J;59;XHNews;JanFeb2020
"UN chief @antonioguterres lauds China's ""very strong, very impressive response"" to novel #coronavirus pneumonia and… https://t.co/hANriejE5L";59;XHNews;JanFeb2020
It's a dream come true. A boy in a poverty-stricken family in a mountainous region of Yunnan, China has experienced… https://t.co/q8qhuj0LvM;59;XHNews;SeptOct2020
 'China tightens preventive measures to battle novel #coronavirus epidemic for returning travelers ;59;XHNews;JanFeb2020
 'Former U.S. Ambassador to China Gary Locke calls for better educating American public about novel #coronavirus, as irrational fear inflaming racist and xenophobic sentiments against Asians ;59;XHNews;JanFeb2020
"Denmark to stop #AstraZeneca #COVID19 vaccine rollout entirely as ""there is a real risk of severe side effects""… https://t.co/iimAhatEbW";59;XHNews;MarchApril2021
Not the typical Chinese wedding! A couple in E China opt for a quick and quiet marriage ceremony amid outbreak of n… https://t.co/x1hKf1chEA;59;XHNews;JanFeb2020
Contain #Coronavirus: Supplies from ROK arrive in China https://t.co/yKB80bv5PU;59;CGTNOfficial;JanFeb2020
 'China shares genome sequences of five 2019 novel coronavirus strains with American database GenBank ;59;XHNews;JanFeb2020
 'China has been engaged in the fight against the novel #coronavirus epidemic for several weeks now. On February 10, Chinese President Xi Jinping visited a community, a hospital and a center of disease control and prevention in Beijing ;59;XHNews;JanFeb2020
Exclusive: Inside a hospital that treats viral pneumonia #coronavirus https://t.co/cqJNeyqfD8;59;CGTNOfficial;JanFeb2020
"'@WHO chief @DrTedros: The power of China's system and the effectiveness of its measures are ""rarely seen in the wo… https://t.co/Mwe10Gh6TE";59;XHNews;JanFeb2020
"Latest on novel coronavirus infection in China's Hubei: https://t.co/R2i6rYgxoq
- Total: 16,678 confirmed cases, 47… https://t.co/kNHT0dVQAh";59;XHNews;JanFeb2020
 'Not the typical Chinese wedding! A couple in E China opt for a quick and quiet marriage ceremony amid outbreak of novel #coronavirus ;59;XHNews;JanFeb2020
 '#BREAKING: Chinese President Xi Jinping talks with Qatari Emir Sheikh Tamim bin Hamad Al Thani over phone on Tuesday night, expressing confidence in a full victory in the fight against the novel #coronavirus pneumonia epidemic ;59;XHNews;JanFeb2020
China women's football team prepares Olympic qualifiers in quarantine due to #coronavirus https://t.co/DV05mafHBy;59;CGTNOfficial;JanFeb2020
What measures has China adopted so far to contain coronavirus epidemic? Read this article for overview:… https://t.co/5FZiNrXo0A;59;XHNews;JanFeb2020
Philippines receives first batch of Chinese Sinovac vaccine https://t.co/OOdbQyklqG;59;CGTNOfficial;MarchApril2021
" 'UN chief  lauds China\'s ""very strong, very impressive response"" to novel #coronavirus pneumonia and says he is confident in China\'s ""gigantic"" effort to combat the #COVID19 outbreak #FightVirus ";59;XHNews;JanFeb2020
 'What measures has China adopted so far to contain coronavirus epidemic? Read this article for overview: ;59;XHNews;JanFeb2020
 'China has decided to donate COVID-19 #vaccines to Bosnia and Herzegovina (BiH), announced Chinese Ambassador to BiH Ji Ping during a meeting with BiH Minister of Foreign Affairs Bisera Turkovic. ;59;CGTNOfficial;MarchApril2021
WHO: #Coronavirus originated from nature https://t.co/eyjerpXMQm;59;CGTNOfficial;SeptOct2020
Villagers in Kargang in China's Tibet have shaken off poverty as nursery gardens are sprouting up. Thanks to the de… https://t.co/Wxpis3xdIY;59;XHNews;SeptOct2020
 'President Xi said #coronavirus infection prevention and control is at a critical moment and stressed the importance of carrying out the work in a law-based, scientific and orderly manner ;59;XHNews;JanFeb2020
German Chancellor Angela Merkel has received first dose of #AstraZeneca vaccine on Friday. https://t.co/0crFvLaOax https://t.co/yDsByVbKbS;59;CGTNOfficial;MarchApril2021
U.S. private sector donates 2 million masks to China to fight against #coronavirus https://t.co/mEGHAuns3F https://t.co/neMvOeU4VU;59;XHNews;JanFeb2020
A steel factory owner in Xinjiang, China speaks about how he managed to open his own business and grow it big.… https://t.co/5tw21DihNG;59;XHNews;SeptOct2020
" ""79 more #COVID19 cases confirmed on #DiamondPrincess ship, bringing total to 621. \n\nChina's HKSAR to dispatch charter flights Wednesday to evacuate Chinese passengers to Hong Kong ";59;CGTNOfficial;JanFeb2020
Uruguay receives new batch of Chinese vaccines against COVID-19 https://t.co/8Tb3mfCw0U https://t.co/bhhVQk9hIe;59;CGTNOfficial;MarchApril2021
China shares genome sequences of five 2019 novel coronavirus strains with American database GenBank… https://t.co/8wHtDLXfQM;59;XHNews;JanFeb2020
" ""#China's strict prevention and control measures dealing with the novel #coronavirus outbreak have effectively contained the cross-border spread, China's Foreign Ministry said Tuesday  \n\nmore: ";59;CGTNOfficial;JanFeb2020
Volkswagen Group China, joint ventures plan to invest 15 billion euros in e-mobility https://t.co/w2aQGCq3ZG https://t.co/NIZh6G8jQU;59;XHNews;SeptOct2020
" 'Meet 26-year-old Jiang Sida, a rare male face in the nursing world working on the front line in #Wuhan against #coronavirus \n\nWhen asked by CGTN\'s reporter  about his dream, Jiang said he wanted ""to become the fittest male head nurse in China."" ";59;CGTNOfficial;JanFeb2020
Schools in #Wuhan convert dorms to quarantine areas https://t.co/vNHYF5S26K;59;CGTNOfficial;JanFeb2020
"China, Cambodia sign free trade agreement

more: https://t.co/3f27AzdGRM https://t.co/l1qUurGfkA";59;CGTNOfficial;SeptOct2020
 'The World Health Organization designed the coronavirus a global health emergency. What does this mean? CGTN’s The Heat digs deeper.\n#coronavirus #HeatPodcast \n;59;CGTNOfficial;JanFeb2020
How can a fishing village become a metropolis and a global hub of innovation? #XinhuaSpecial heads to #Shenzhen to… https://t.co/3wEi8Vmt1k;59;XHNews;SeptOct2020
" ""European Commission President Ursula von der Leyen said on Sunday she welcomes China's move to join COVAX, an international initiative aimed at ensuring equitable global access to COVID-19 vaccines.\n";59;CGTNOfficial;SeptOct2020
 '#LATEST Swedish AC Milan star Zlatan Ibrahimovic has tested positive for #coronavirus, the Italian club said on Thursday ;59;CGTNOfficial;SeptOct2020
A new batch of CoronaVac vaccines from China's Sinovac arrived in Chile on Saturday, aiding the country's mass COVI… https://t.co/wr3PURra7a;59;XHNews;MarchApril2021
" ""#China says it opposes the U.S.' suppression of other countries' enterprises, said a Chinese Foreign Ministry spokesperson on Monday following a U.S. court's decision to delay the #TikTok ban. ";58;CGTNOfficial;SeptOct2020
Farmers turn into artists: Villagers in Gejia in Zhejiang, China get creative with adorning their surroundings https://t.co/LcpFrbSVdO;58;XHNews;SeptOct2020
Free babysitting services on China's high-speed trains? Read more: https://t.co/uZDQHAz7tQ https://t.co/rfKQ8mDvlA;58;XHNews;JanFeb2020
President #XiJinping praises Chinese women fighting against COVID-19 pandemic #UN75 https://t.co/QUlS9jpAjZ;58;CGTNOfficial;SeptOct2020
Live: Burial ceremony takes place for remains of 117 Chinese volunteer soldiers in NE China #KoreanWar1950 https://t.co/NqTZ1OIHzd;58;CGTNOfficial;SeptOct2020
" ""Chinese Ambassador to the United States Cui Tiankai and China's Foreign Ministry spokesperson Hua Chunying on Friday wished U.S. President #DonaldTrump and First Lady Melania a speedy recovery after America's first couple tested positive for #COVID19. ";58;CGTNOfficial;SeptOct2020
"Chinese charter flight brings back 131 Wuhan tourists from Vietnam

more: https://t.co/Q5deS5QQsg https://t.co/pgQUcqabgC";58;CGTNOfficial;JanFeb2020
#HongKong tightens border entry policy amid #coronavirus outbreak https://t.co/7RY46xJwlT;58;CGTNOfficial;JanFeb2020
 'Supply of daily necessities remains steady in major Chinese cities while authorities are stepping up efforts to ensure continuous supply and stable prices amid the novel coronavirus outbreak. ;58;XHNews;JanFeb2020
Live: MIIT briefs onmeasures toguarantee medical suppliesin the latest #coronavirus outbreak https://t.co/mf21oFMzRn;58;CGTNOfficial;JanFeb2020
In May 2019, Cambodian bananas were directly exported to China for the first time, not only enriching the fruit bas… https://t.co/9cOpQprsNQ;58;XHNews;SeptOct2020
"China has returned to a post-COVID-19 new normal, which is ""nearly unthinkable,"" according to U.S. media. #CBS https://t.co/F6rpGVbuh7";58;XHNews;SeptOct2020
 'Major U.S. cities like New York, Boston and Chicago rally behind their Chinatowns, encouraging people to ignore misplaced fears over #coronavirus and show solidarity with the Chinese people in #COVID19 battle ;58;XHNews;JanFeb2020
" '""This is an emergency in China. But it has not yet become a global health emergency,"" said WHO chief.\nTotal number of confirmed cases of new #coronavirus pneumonia in China has risen to 830 as of Thursday ";58;XHNews;JanFeb2020
China's Wuhan, once hard hit by COVID-19, is seeing a tourism boom during #NationalDay holiday. Follow Xinhua journ… https://t.co/EUU1kgObuc;58;XHNews;SeptOct2020
"#China calls U.S. a ""bully"" after it charges Chinese military personnel https://t.co/v6jQ7c1nUD";58;CGTNOfficial;JanFeb2020
#China holds exhibition to mark 70th anniversary of the War to Resist U.S. Aggression and Aid Korea #unforgottenwar https://t.co/fkqzL4s9bT;58;CGTNOfficial;SeptOct2020
" ""China's National Health Commission has issued the 6th edition of #COVID19 diagnosis and treatment plan.\n\nIn this edition, it said aerosol transmission is possible at high concentration in confined spaces. \n\nFollow live updates: ";58;CGTNOfficial;JanFeb2020
#Coronavirus vs. SARS: How similar are they? Data tells https://t.co/mqBlz1VPTW;58;CGTNOfficial;JanFeb2020
" 'During this ""smokeless war"" against the COVID-19, Xinhua has invited volunteers from various trades to share their own stories.\nToday we bring you the first episode -- My battle with coronavirus: Days inside the encapsulating protective suit ";58;XHNews;JanFeb2020
"""This is an emergency in China. But it has not yet become a global health emergency,"" said WHO chief.
Total number… https://t.co/tbnll9XGdT";58;XHNews;JanFeb2020
Wuhan's promising anti-#coronavirus drug trial gains @WHO recognition https://t.co/k90dUR1uLQ;58;CGTNOfficial;JanFeb2020
#Space China: Long March-5B heavy rocket arrives to launch site https://t.co/8q1NSRUe06 https://t.co/FPhAeSQhoH;58;CGTNOfficial;JanFeb2020
"""Brazil and China can work side by side, shoulder to shoulder."" China and Brazil have provided support to each othe… https://t.co/0ygBSPSD8g";58;XHNews;SeptOct2020
" '""A relative says the mom of a classmate has nowhere to receive dialysis. He asked me whether our place can still take her, and I told him we are full, too.""\n\nDifficulties facing Wuhan\'s kidney patients amid #coronavirus epidemic ";58;CGTNOfficial;JanFeb2020
13th case of #coronavirus confirmed in U.S. Patient had been evacuated from #Wuhan, China and was under a 14-day qu… https://t.co/3TZtbyhhlz;58;CGTNOfficial;JanFeb2020
81 new deaths, 2,147 new cases of #coronavirus reported in Hubei province. Total cases in Hubei now 27,100. https://t.co/6El2DEcTfd;58;CGTNOfficial;JanFeb2020
70 years on, war exhibition in China reminds cruelty of war and value of peace https://t.co/TnkOBlcGg6 https://t.co/X8ShkrCjLd;58;XHNews;SeptOct2020
Just in: Vietnam reports first two novel #coronavirus cases: official https://t.co/3OhHwk4T3C;58;CGTNOfficial;JanFeb2020
The U.S. boasts a health system presumably the envy of the world. Yet it now has about one fifth of the world's con… https://t.co/NvV5IqxNkO;58;XHNews;SeptOct2020
#China's National Day holiday sees wedding boom https://t.co/rksywPcL4T https://t.co/qFJcPBQOk4;58;CGTNOfficial;SeptOct2020
"During this ""smokeless war"" against the COVID-19, Xinhua has invited volunteers from various trades to share their… https://t.co/OHhj3i2gey";58;XHNews;JanFeb2020
 '#Sinopharm #COVID19 vaccine has acquired the certificate of Good Manufacturing Practice (GMP) issued by Hungarian authorities, the Chinese company announced on Saturday. ;58;CGTNOfficial;MarchApril2021
Hospitals discharge 18,264 recovered patients of #COVID-19 infection https://t.co/u56GGi9hed https://t.co/GLveIRiYM8;58;XHNews;JanFeb2020
32,000 sanitary pads donated to female medics and patients in hospitals in coronavirus-hit Hubei Province by an ent… https://t.co/SX2MFE3Ixw;58;XHNews;JanFeb2020
" ""Egypt confirms #coronavirus case, the first in Africa.\n \nThe patient is in stable condition, Egypt's Ministry of Health and Population said on Friday. ";58;CGTNOfficial;JanFeb2020
 '#HongKong SAR Chief Executive Carrie Lam announced new measures to curb #CoronaOutbreak:\n\n- Cuts in number of flights, trains from mainland \n- Closure of major ports starting from Jan. 30, West Kowloon included\n\nmore: ;58;CGTNOfficial;JanFeb2020
 'Chinese President Xi Jinping on Tuesday called on all countries to achieve a green recovery of the world economy in the post-COVID era at the general debate of the 75th session of the UN General Assembly via video.\n;58;CGTNOfficial;SeptOct2020
" ""The cure rate for the novel #coronavirus has increased significantly from the figure announced on Jan. 27, according to China's National Health Commission:\n- 1.3% to 8.2% across China\n- 2.6% to 6.2% in Wuhan City\n- 1.7% to 6.1% in Hubei Province ";58;CGTNOfficial;JanFeb2020
Watch: Third batch of China's #Sinovac vaccine arrives in Thailand https://t.co/CZccQXWY6y;58;CGTNOfficial;MarchApril2021
China to strengthen financial support for anti-virus campaign https://t.co/hS2nlhYDYq https://t.co/ixBfHQftT7;58;XHNews;JanFeb2020
Xinhua Headlines: In unprecedented move, China locks down megacity to curb virus spread Read more:… https://t.co/sV60K63JaY;58;XHNews;JanFeb2020
Xi Jinping stresses promoting the development of China's education, culture, health and sports sectors to strengthe… https://t.co/xFdGIQP4TD;58;XHNews;SeptOct2020
UN Secretary-General Antonio Guterres says on Oct. 8, 2020 that the COVID-19 pandemic has made the need for univers… https://t.co/Agto2Kflsa;58;XHNews;SeptOct2020
China to embrace more domestically-developed civil airplane models in 2020 https://t.co/SnWMv6zC2f https://t.co/0oBK98R9Ky;57;XHNews;JanFeb2020
Live: The mysterious Tianshan Grand Canyon in #China’s Xinjiang - Ep. 5 #AmazingXinjiang https://t.co/WmjCObZRRx;57;CGTNOfficial;SeptOct2020
" ""The first dose of #China's domestically produced two-valent vaccine against the cancerogenic human papillomavirus (HPV) was administered at Beijing's Civil Aviation Hospital on Friday. #HPV ";57;CGTNOfficial;MarchApril2021
 'U.S. President Trump says he has told aides to stop negotiating on a COVID-19 stimulus package until after the presidential election. ;57;CGTNOfficial;SeptOct2020
 'China has developed convalescent plasma to treat patients who are infected with the novel #coronavirus. It may be an effective way to reduce the mortality rate of critically ill patients ;57;XHNews;JanFeb2020
"Cooperation with China could be a key factor to help make Panama a scientific ""hub"" for Latin America, says Panaman… https://t.co/irr5oHMVwV";57;XHNews;SeptOct2020
Central China's Hubei Province, center of the novel coronavirus outbreak, reported 2,097 new confirmed cases and 10… https://t.co/5KVxUdQRhb;57;XHNews;JanFeb2020
"Thousand-year-old relics of Tang Dynasty palace unearthed in NW #China 

more: https://t.co/3WEOy6kMeq https://t.co/63JFwTj81j";57;CGTNOfficial;SeptOct2020
 '2nd newly-built emergency hospital in Wuhan ready to be delivered to combat coronavirus #WuhanMoments ;57;XHNews;JanFeb2020
" 'Q: What can I do to protect myself?\nA:\n-- Wash your hands frequently\n-- Maintain social distancing\n-- Avoid touching eyes, nose and mouth\n-- Seek medical care early\nMore Q&amp;As on novel #coronavirus detailed by  ";57;XHNews;JanFeb2020
. @WHO says new hospitals in China's Wuhan remarkable effort, pays tribute to lab staff https://t.co/7vh2VnUY56… https://t.co/RM9JTUE7mB;57;XHNews;JanFeb2020
A giant post box, believed to be China's largest, is unveiled in Fuzhou, China https://t.co/z8hO6xbkcU;57;XHNews;JanFeb2020
 'Fastest #coronavirus vaccine to be submitted for clinical trials around late April\n\nFollow live updates: ;57;CGTNOfficial;JanFeb2020
" 'London will impose stricter lockdown restrictions as the city moves to the ""High"" #coronavirus alert level, London\'s mayor Sadiq Khan announced on Thursday. ";57;CGTNOfficial;SeptOct2020
" ""A third batch of 1 million doses of COVID-19 vaccines Thailand ordered from China's #Sinovac arrived in Bangkok on Saturday. ";57;CGTNOfficial;MarchApril2021
 'The novel #coronavirus outbreak is stoking racism and feeding biases against Chinese and Asian people around the world amid swirling misinformation and viral rumors. \n\nIn the U.S., authorities, organizations and individuals are stepping up and speaking out ;57;CGTNOfficial;JanFeb2020
Need for Speed Series continues ... Factory in Xinjiang builds production line for medical protective wear in just… https://t.co/MnMD3Gkhvn;57;XHNews;JanFeb2020
 'Shanghai rolls out 28 measures to cushion companies against impact of novel #coronavirus epidemic ;57;XHNews;JanFeb2020
China calls on France not to discriminate against #Huawei in 5G rollout https://t.co/qm5Zg81YkT https://t.co/V77Yvg9zE2;57;XHNews;JanFeb2020
China has developed convalescent plasma to treat patients who are infected with the novel #coronavirus. It may be a… https://t.co/vkQtAXVxYM;57;XHNews;JanFeb2020
Coal makers in N China's Shanxi ensure energy supply for #Hubei https://t.co/vEkrva4hVn;57;CGTNOfficial;JanFeb2020
" ""Click to find out the latest developments of China's fight against novel #coronavirus outbreak: ";57;XHNews;JanFeb2020
Diagnosed with novel coronavirus pneumonia on Chinese New Year's eve at north China's border city Erenhot, discharg… https://t.co/h7vR7qjXjS;57;XHNews;JanFeb2020
Opinion: Appropriate response to coronavirus emergency is facts, not fear #CGTNOpinion #PHEIC https://t.co/J5xjpEaGvk;57;CGTNOfficial;JanFeb2020
Namibia received its first batch of COVID-19 vaccines from Chinese pharmaceutical firm Sinovac on Tuesday afternoon… https://t.co/TnjeP4aWT5;57;XHNews;MarchApril2021
 'Chinese Vice Premier Sun Chunlan has urged Hubei Province and its capital city of Wuhan to make greater efforts and take more decisive measures to resolutely win the battle against the novel #coronavirus epidemic ;57;XHNews;JanFeb2020
Chinese authorities expand bed capacity in key areas fighting the #coronavirus https://t.co/3M5frlIgP0;57;CGTNOfficial;JanFeb2020
Patients go with the flow at this makeshift hospital in #Wuhan, as Traditional Chinese medicines (TCM) practitioner… https://t.co/s4nU9TiuSS;57;XHNews;JanFeb2020
 '11 million people are under lockdown and massive Chinese New Year festivities have been canceled. We take you into #Wuhan, China. the birthplace of the deadly #coronavirus.\n\n;57;CGTNOfficial;JanFeb2020
 'Starting from Monday, a three-day campaign has started across all communities in #Wuhan to search for people who had close contact with patients confirmed with novel #coronavirus. Community workers are going door to door to ensure no one in need of quarantine is left behind. ;57;CGTNOfficial;JanFeb2020
Confirmed #coronavirus patient in Shanghai has a history of eating wild animals https://t.co/exdQwpONw9;57;CGTNOfficial;JanFeb2020
AI robots busy in China's fight against novel coronavirus https://t.co/tOymqNG4dV https://t.co/l3esDia79a;57;XHNews;JanFeb2020
Chinese Vice Premier Sun Chunlan has urged Hubei Province and its capital city of Wuhan to make greater efforts and… https://t.co/RlUCbXnWXd;57;XHNews;JanFeb2020
Vice premier stresses leaving no #coronavirus patients unattended https://t.co/yHoThaL1Tt https://t.co/tGM16cImO9;57;XHNews;JanFeb2020
Fast and Curious Ep. 2: What was China's first self-designed railway? #HighSpeedRailTour @JessicaZ1018 https://t.co/gScP4c6xkV;57;CGTNOfficial;SeptOct2020
"#Cambodia reports first novel coronavirus case 

more: https://t.co/sQGrai4Vvq #CoronavirusOutbreak https://t.co/cvLJMrAgAi";57;CGTNOfficial;JanFeb2020
"#Trump says he feels ""much better"" after #COVID19 treatment 
More: https://t.co/oIIBpocVCX https://t.co/QTKr6Ubzxv";57;CGTNOfficial;SeptOct2020
 'Germany confirms its first #coronavirus case – a male patient from Starnberg, a spokesman for Bavarian health ministry says, adding the risk of infection for the people of Bavaria is currently considered to be low \n\nmore: ;57;CGTNOfficial;JanFeb2020
Click to find out the latest developments of China's fight against novel #coronavirus outbreak:… https://t.co/uWy2XVpJq6;57;XHNews;JanFeb2020
#Wuhan mayor willing to resign over disputed lockdown decision #CoronavirusOutbreak https://t.co/PIasHkadaQ;57;CGTNOfficial;JanFeb2020
" ""Diagnosed with novel coronavirus pneumonia on Chinese New Year's eve at north China's border city Erenhot, discharged patient Ge Lei recalls her fortnight of ordeal ";57;XHNews;JanFeb2020
China is taking effective measures to contain the novel #coronavirus, says a Belgian expert. #StayStrongChina https://t.co/CG4cTUKDxd;57;XHNews;JanFeb2020
Wuhan medical staff back at work after recovering from coronavirus https://t.co/8Diy0Z8Vdg;57;CGTNOfficial;JanFeb2020
China's Wuhan, once hard hit by COVID-19, is seeing a tourism boom during #NationalDay holiday. Follow Xinhua journ… https://t.co/EUU1kgObuc;57;XHNews;SeptOct2020
China's Qingdao is on track to complete a citywide nucleic acid testing campaign covering all 11 million residents,… https://t.co/nLILUON1yz;57;XHNews;SeptOct2020
2nd newly-built emergency hospital in Wuhan ready to be delivered to combat coronavirus #WuhanMoments… https://t.co/US9COAZSN7;57;XHNews;JanFeb2020
"In New Zealand, Leonie Lawson, 89, founder of the Auckland Girls' Choir, leads girls to sing a song, titled ""Togeth… https://t.co/ClDS6ib6EV";57;XHNews;JanFeb2020
 'Three cases of #coronavirus confirmed in #France, one in Bordeaux and two in Paris, according to the French Ministry of Health  \n\nmore: ;57;CGTNOfficial;JanFeb2020
" "".  says new hospitals in China's Wuhan remarkable effort, pays tribute to lab staff ";57;XHNews;JanFeb2020
Shenzhen is one of China's first special economic zones. Over the past decade, it has welcomed a new generation of… https://t.co/VlJk6gvjuH;57;XHNews;SeptOct2020
 'The White House is preparing a $1.8 trillion coronavirus relief offer, the largest one to date in negotiations with congressional Democrats, according to the Wall Street Journal. ;57;CGTNOfficial;SeptOct2020
Nancy Pelosi's China knowledge gap https://t.co/9a1aiabrmf;57;CGTNOfficial;JanFeb2020
China and the U.S. can learn a lot  from each other in fighting diseases, and should also enhance information excha… https://t.co/7rmc6XjtTR;57;XHNews;JanFeb2020
 '#CoronavirusOutbreak in Hubei Province, epicenter of the disease:\n- 729 confirmed cases\n- 39 deaths\n- 4,711 under medical observation\n\nmore: ;57;CGTNOfficial;JanFeb2020
" 'China: A week in photos \n\n- Remains of 117 Chinese soldiers return hometown\n- 18 meters tall flower basket to celebrate the National Day in Beijing\n- Massive tidal wave seen at the Qiantang River\n- Lemurs enjoy ""mooncake"" to welcome the Mid-Autumn Festival ";57;CGTNOfficial;SeptOct2020
Mexico received its fifth batch of the COVID-19 vaccine developed by China's #Sinovac Biotech on Thursday. https://t.co/E66GAb2rkz;57;CGTNOfficial;MarchApril2021
Live: Hubei holds daily briefing to share the latest on prevention and control of #coronavirus #COVID19 https://t.co/oJqa1Adf0o;57;CGTNOfficial;JanFeb2020
Once living in poor conditions, the family of quadruplet girls now shakes off poverty in E China's Jiangxi. Here is… https://t.co/WnlZXeNHVI;57;XHNews;SeptOct2020
" ""Central China's Hubei Province, center of the novel coronavirus outbreak, reported 2,097 new confirmed cases and 103 new deaths on Monday ";57;XHNews;JanFeb2020
Residents in Ruili in Yunnan, China have been urged to stay home following reports of new COVID-19 cases. How are d… https://t.co/BoqERovLEO;56;XHNews;MarchApril2021
The Chinese market is the future market of the world and we see great opportunity in the Greater Bay Area, says a D… https://t.co/ah9r0c9El9;56;XHNews;SeptOct2020
Thirty provincial-level regions reporting cases of novel coronavirus in China have activated first-level emergency… https://t.co/k2pDK68VpG;56;XHNews;JanFeb2020
 'On Feb. 15, #Hubei Province, the epicenter of the #coronavirus epidemic, reports: \n\n- 139 deaths\n- 1,843 confirmed cases\n- 849 recovered and discharged \n \nTotal confirmed #COVID-19 cases in #Hubei at 56,249, with 1,596 dead and 39,447 hospitalized ;56;CGTNOfficial;JanFeb2020
The 11th Panchen Lama donates medical supplies worth about 143,145 U.S. dollars to help fight the novel… https://t.co/Ag2FggPrOv;56;XHNews;JanFeb2020
China beefs up novel coronavirus prevention with temperature screening at more railway stations… https://t.co/dOwJk4yrcD;56;XHNews;JanFeb2020
"See what the differences are between the #coronavirus and the flu.
https://t.co/2E61NvWVDL https://t.co/bLFbd2pqix";56;CGTNOfficial;JanFeb2020
Mount Lushan, a UNESCO world heritage site in east China's Jiangxi, is temporarily closed in response to the novel… https://t.co/oCS9g4OSFu;56;XHNews;JanFeb2020
" 'U.S. President Donald Trump extends his greetings to people in the U.S. and throughout the world celebrating the Lunar New Year,  wishing them ""happiness, health, and prosperity in the year to come"" ";56;CGTNOfficial;JanFeb2020
 'Lebanon has lately seen an increasing focus on rehabilitation centers in big hospitals to help the patients who have recovered from the COVID-19 gradually return to their normal lives. ;56;CGTNOfficial;MarchApril2021
" ""This #ValentinesDay, Alibaba's Tmall has launched a campaign for flower growers to sell their products straight to consumers at a fair price, helping them prevent severe losses due to the #coronavirus outbreak.\n\nHalf a million netizens also responded to the cause on Weibo. ";56;CGTNOfficial;JanFeb2020
 'A second person is infected with the coronavirus in the U.S., dozens of others are being monitored. China is expanding efforts to contain the spread of the virus.\n#coronavirus \n;56;CGTNOfficial;JanFeb2020
" ""Workers at some mask factories across China are working overtime ahead of the Lunar New Year amid the deadly #CoronavirusOutbreak that's driven demand for the protective product high ";56;CGTNOfficial;JanFeb2020
" 'UN General Assembly president urges avoiding rumors about #coronavirus, emphasizes solidarity\n""There is a good reason to let us stick with official sources, otherwise we will get into all kinds of wild speculations that do not help us"" Read more: ";56;XHNews;JanFeb2020
China's prestigious Tsinghua University seeks academic cooperation with African universities to help groom human re… https://t.co/1iXXrSecos;56;XHNews;SeptOct2020
 'African Union expresses solidarity with China in its fight against novel #coronavirus ;56;XHNews;JanFeb2020
The eight-day National Day holiday has fueled China's live performance industry as box office revenues hit 860 mill… https://t.co/48c87YSq0O;56;XHNews;SeptOct2020
China willing to help more countries access to #COVID19 vaccine: FM https://t.co/s97UwkiM6f https://t.co/yjtMwB7L5q;56;XHNews;SeptOct2020
"""Stand with our colleagues on the frontline!""
Global experts, officials express appreciation and support for China'… https://t.co/Zw5yUdrESa";56;XHNews;JanFeb2020
Aerosol transmission of novel #coronavirus yet to be confirmed: health authorities  https://t.co/NorZ07M1p1;56;CGTNOfficial;JanFeb2020
" ""There have been confirmed cases of the novel #coronavirus in patients with no travel history to #Wuhan, China's National Health Commission notes\n\nmore: ";56;CGTNOfficial;JanFeb2020
Fire hits #Philippine health office storing Sinovac COVID-19 #vaccines https://t.co/Ouh5wbfuF5 https://t.co/C1JliuWjgI;56;CGTNOfficial;MarchApril2021
 'Waves of rumors have surged to fan fear, misunderstanding and hatred since the outbreak of novel #coronavirus. Social media giants now vow to act against the viral spread of misinformation ;56;XHNews;JanFeb2020
Aerial China: Cliffside bells bestow blessings in ancient Chinese town #Roadtoxiaokangsociety https://t.co/QnnKDglt6b;56;CGTNOfficial;SeptOct2020
Thai deputy PM gets 2nd Sinovac dose, reaffirms safety of Chinese vaccine https://t.co/cugZmCbpWu https://t.co/nA8gsFHjx0;56;XHNews;MarchApril2021
China's value-added industrial output, an important economic indicator, up 5.8% year on year in 3rd quarter as fact… https://t.co/aNLglqa5LO;56;XHNews;SeptOct2020
 'New #COVID19 cases outside Hubei Province have declined for 15 consecutive days in #China as of Tuesday. \n\nAlso, for the first time, daily numbers of discharged patients surpassed those confirmed nationwide. \n\nmore: ;56;CGTNOfficial;JanFeb2020
#China to ensure market supply of daily necessities: MOFCOM https://t.co/K3AOX5hdrl;56;CGTNOfficial;JanFeb2020
" "". supported #China's decision to #vaccinate high-risk people against coronavirus in July this year while clinical trials were still under way, a Chinese health official said on Friday. ";56;CGTNOfficial;SeptOct2020
"Headlines watch: https://t.co/tt8lmCWTYy
""During the Chinese National Day holiday that just passed, China received… https://t.co/8XxGSvX85Z";56;XHNews;SeptOct2020
 'Check out how robots are making life easier and safer for both doctors and patients in this Chinese hospital while fighting #coronavirus.\n\n;56;CGTNOfficial;JanFeb2020
"Iraq receives second batch of donated #COVID19 vaccines from China
https://t.co/nazYXZanCT";56;CGTNOfficial;MarchApril2021
" ""#COVID19 was found on the package of a sample of imported squid in Changchun City, NE #China's Jilin Province, officials say on Sunday. \n\nThe market is suspended and sanitized. All the related personnel are required to undergo quarantine and nucleic test.  (File photo) ";56;CGTNOfficial;SeptOct2020
"WHO: Over 87% of #COVID19 vaccine have gone to wealthier countries
https://t.co/UgJpNfxvPH";56;CGTNOfficial;MarchApril2021
Live: 'The Last Mile' of eradicating poverty – how China maintain its anti-poverty achievements #ZeroPoverty2020 https://t.co/YpTr2WNVGE;56;CGTNOfficial;SeptOct2020
