created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,extended_entities
Thu Feb 06 06:22:11 +0000 2020,1225303656733593601,1225303656733593601,The world's biggest maker of smartphone chips and modems is warning that the Wuhan coronavirus could disrupt the gl… https://t.co/RKn07j8iPa,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""The world's biggest maker of smartphone chips and modems is warning that the Wuhan coronavirus could disrupt the global mobile industry https://t.co/FSnGRNfFjH"", 'display_text_range': [0, 159], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/FSnGRNfFjH', 'expanded_url': 'https://cnn.it/2OuWZYL', 'display_url': 'cnn.it/2OuWZYL', 'indices': [136, 159]}], 'user_mentions': [], 'symbols': []}}",5,12,35,91,"{'hashtags': [], 'urls': [{'url': 'https://t.co/RKn07j8iPa', 'expanded_url': 'https://twitter.com/i/web/status/1225303656733593601', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Wed Jan 29 23:49:49 +0000 2020,1222668199877054466,1222668199877054466,A planned flight to bring British citizens back from Wuhan will no longer leave on Thursday as originally anticipat… https://t.co/Lf0M0JVniV,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'A planned flight to bring British citizens back from Wuhan will no longer leave on Thursday as originally anticipated, a UK Foreign Office spokesperson said https://t.co/qfrPXd9Jq1', 'display_text_range': [0, 180], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/qfrPXd9Jq1', 'expanded_url': 'https://cnn.it/38Lpzwo', 'display_url': 'cnn.it/38Lpzwo', 'indices': [157, 180]}], 'user_mentions': [], 'symbols': []}}",4,9,35,88,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Lf0M0JVniV', 'expanded_url': 'https://twitter.com/i/web/status/1222668199877054466', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Thu Feb 06 05:33:26 +0000 2020,1225291389073752064,1225291389073752064,Here's a roundup of some major airlines that have suspended or reduced their flights to mainland China to limit the… https://t.co/5MXwAFx107,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""Here's a roundup of some major airlines that have suspended or reduced their flights to mainland China to limit the spread of the Wuhan coronavirus https://t.co/Jc6629xf8n"", 'display_text_range': [0, 171], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/Jc6629xf8n', 'expanded_url': 'https://cnn.it/3bceqqx', 'display_url': 'cnn.it/3bceqqx', 'indices': [148, 171]}], 'user_mentions': [], 'symbols': []}}",4,8,34,102,"{'hashtags': [], 'urls': [{'url': 'https://t.co/5MXwAFx107', 'expanded_url': 'https://twitter.com/i/web/status/1225291389073752064', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Tue Jan 28 21:43:57 +0000 2020,1222274136975855618,1222274136975855618,"Sam Roth’s wife and two small children went to Wuhan, China to visit family. Now they are stuck, hoping to be evacu… https://t.co/52nTNYh0r6","[0, 140]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Sam Roth’s wife and two small children went to Wuhan, China to visit family. Now they are stuck, hoping to be evacuated by the US State Department. https://t.co/vakwTJTO9m https://t.co/Gb8u8sm1AD', 'display_text_range': [0, 171], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/vakwTJTO9m', 'expanded_url': 'https://cnn.it/2Rx6fNI', 'display_url': 'cnn.it/2Rx6fNI', 'indices': [148, 171]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1222274134111072257, 'id_str': '1222274134111072257', 'indices': [172, 195], 'media_url': 'http://pbs.twimg.com/media/EPZj2V3WsAEyRRI.png', 'media_url_https': 'https://pbs.twimg.com/media/EPZj2V3WsAEyRRI.png', 'url': 'https://t.co/Gb8u8sm1AD', 'display_url': 'pic.twitter.com/Gb8u8sm1AD', 'expanded_url': 'https://twitter.com/CNN/status/1222274136975855618/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 734, 'h': 504, 'resize': 'fit'}, 'medium': {'w': 734, 'h': 504, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 467, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1222274134111072257, 'id_str': '1222274134111072257', 'indices': [172, 195], 'media_url': 'http://pbs.twimg.com/media/EPZj2V3WsAEyRRI.png', 'media_url_https': 'https://pbs.twimg.com/media/EPZj2V3WsAEyRRI.png', 'url': 'https://t.co/Gb8u8sm1AD', 'display_url': 'pic.twitter.com/Gb8u8sm1AD', 'expanded_url': 'https://twitter.com/CNN/status/1222274136975855618/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 734, 'h': 504, 'resize': 'fit'}, 'medium': {'w': 734, 'h': 504, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 467, 'resize': 'fit'}}}]}}",7,20,33,109,"{'hashtags': [], 'urls': [{'url': 'https://t.co/52nTNYh0r6', 'expanded_url': 'https://twitter.com/i/web/status/1222274136975855618', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Wed Feb 05 04:45:10 +0000 2020,1224916854252154880,1224916854252154880,"There are one or two more US planes scheduled to evacuate citizens from Wuhan this week, but no more beyond that, a… https://t.co/YQc8chPH5D",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542757, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'There are one or two more US planes scheduled to evacuate citizens from Wuhan this week, but no more beyond that, a State Department official said https://t.co/ymQBSt7gqt', 'display_text_range': [0, 170], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/ymQBSt7gqt', 'expanded_url': 'https://cnn.it/3beDP2L', 'display_url': 'cnn.it/3beDP2L', 'indices': [147, 170]}], 'user_mentions': [], 'symbols': []}}",1,17,32,107,"{'hashtags': [], 'urls': [{'url': 'https://t.co/YQc8chPH5D', 'expanded_url': 'https://twitter.com/i/web/status/1224916854252154880', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Thu Jan 30 01:06:26 +0000 2020,1222687481314844678,1222687481314844678,President Trump announced that he has received a briefing on the Wuhan coronavirus https://t.co/9Y0UXHpL4U,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,32,181,32,143,"{'hashtags': [], 'urls': [{'url': 'https://t.co/9Y0UXHpL4U', 'expanded_url': 'https://cnn.it/2vALHvv', 'display_url': 'cnn.it/2vALHvv', 'indices': [83, 106]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Wed Feb 05 10:03:03 +0000 2020,1224996853055479809,1224996853055479809,"The chartered flights carrying US citizens from Wuhan, China, this week are likely to be the last. https://t.co/7gAkcLf2nN",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,3,13,31,107,"{'hashtags': [], 'urls': [{'url': 'https://t.co/7gAkcLf2nN', 'expanded_url': 'https://cnn.it/2v8Qbt2', 'display_url': 'cnn.it/2v8Qbt2', 'indices': [99, 122]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Mon Jan 27 21:46:03 +0000 2020,1221912278213320705,1221912278213320705,Stocks fell to their lowest levels in months on the spread of Wuhan coronavirus. But the companies that make your c… https://t.co/IJXoih7zWb,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542761, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Stocks fell to their lowest levels in months on the spread of Wuhan coronavirus. But the companies that make your cleaning products are rallying.\n\nShares of Clorox, Procter &amp; Gamble, Colgate Palmolive and Kimberly-Clark were all up Monday. https://t.co/N0vvgONMRL', 'display_text_range': [0, 267], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/N0vvgONMRL', 'expanded_url': 'https://cnn.it/2TZIpMb', 'display_url': 'cnn.it/2TZIpMb', 'indices': [244, 267]}], 'user_mentions': [], 'symbols': []}}",5,10,31,137,"{'hashtags': [], 'urls': [{'url': 'https://t.co/IJXoih7zWb', 'expanded_url': 'https://twitter.com/i/web/status/1221912278213320705', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Wed Feb 19 20:20:10 +0000 2020,1230225584837529605,1230225584837529605,"A Wisconsin couple and their two little girls are finally back together in the US.
It was a long time coming -- fir… https://t.co/vM7i6ssqzx",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'A Wisconsin couple and their two little girls are finally back together in the US.\nIt was a long time coming -- first on lockdown in Wuhan for Daisy Roth and her daughters, then evacuation to California, and a two-week quarantine at Travis Air Force Base https://t.co/rUKitMdxRS', 'display_text_range': [0, 278], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/rUKitMdxRS', 'expanded_url': 'https://cnn.it/37COzVH', 'display_url': 'cnn.it/37COzVH', 'indices': [255, 278]}], 'user_mentions': [], 'symbols': []}}",4,9,27,246,"{'hashtags': [], 'urls': [{'url': 'https://t.co/vM7i6ssqzx', 'expanded_url': 'https://twitter.com/i/web/status/1230225584837529605', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Tue Feb 04 11:14:08 +0000 2020,1224652350809395200,1224652350809395200,"Sweeping travel restrictions related to the Wuhan coronavirus are now in effect at US airports, but there are still… https://t.co/xBmw2I8Xp8",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542757, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Sweeping travel restrictions related to the Wuhan coronavirus are now in effect at US airports, but there are still questions about how the new rules will be enforced. https://t.co/wr2HJYUV87', 'display_text_range': [0, 191], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/wr2HJYUV87', 'expanded_url': 'https://cnn.it/37WakAN', 'display_url': 'cnn.it/37WakAN', 'indices': [168, 191]}], 'user_mentions': [], 'symbols': []}}",2,12,27,110,"{'hashtags': [], 'urls': [{'url': 'https://t.co/xBmw2I8Xp8', 'expanded_url': 'https://twitter.com/i/web/status/1224652350809395200', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Thu Feb 06 05:32:31 +0000 2020,1225291156331823106,1225291156331823106,"With businesses closed in mainland China and residents staying home in fear of catching Wuhan coronavirus, some run… https://t.co/Dj09NSsJy5",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'With businesses closed in mainland China and residents staying home in fear of catching Wuhan coronavirus, some runners who are cooped up in their apartments are training indoors by running ""home marathons,"" according to state media https://t.co/iZBeLj1PO5', 'display_text_range': [0, 256], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/iZBeLj1PO5', 'expanded_url': 'https://cnn.it/371oL5m', 'display_url': 'cnn.it/371oL5m', 'indices': [233, 256]}], 'user_mentions': [], 'symbols': []}}",6,12,27,100,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Dj09NSsJy5', 'expanded_url': 'https://twitter.com/i/web/status/1225291156331823106', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
